,Unnamed: 0,id_artists,name_artists_df,id_tracks_df,name_tracks_df,duration_m,genre,popularity_tracks_df,release_year,popularity_artists_df,followers,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
105,105,0dlwjJe4kg9TgOMN184bJF,Mark Wills,0ElpjZyX8YBiXuYcDC1Ci9,19 Somethin' - Greatest Hits Version,3.34,country,61,2002,54.0,236078.0,200467,0.58,0.816,-5.165,0.0726,0.132,0.0,0.0776,0.814,89.938,4
106,106,60ht0hWRy1yjUDfNsLuHuP,Lucinda Williams,31nItlXwgCCFpttS50Rbxf,Fruits Of My Labor,4.8,country,61,2003,58.0,174439.0,288133,0.341,0.234,-12.307,0.0423,0.703,0.000674,0.108,0.167,176.463,3
107,107,6zLBxLdl60ekBLpawtT63I,Cody Johnson,4IZOdhEvXYWqh5XAXYzBk3,Wild as You,3.1,country,61,2016,71.0,420348.0,186067,0.49,0.644,-5.399,0.0278,0.241,0.0,0.111,0.49,74.979,1
108,108,1By9QBFnjZAoI83BZppHlt,Billy Currington,4CcrLWFQY4dRGMbUR59cSp,Hey Girl,3.34,country,61,2013,70.0,2018329.0,200533,0.548,0.673,-5.29,0.0268,0.0158,0.0,0.0794,0.652,81.947,4
109,109,0u2FHSq3ln94y5Q57xazwf,Keith Urban,5vCgOg9VqRaAUbnflCO6P3,Cop Car,4.28,country,61,2013,78.0,4156674.0,256747,0.538,0.664,-6.318,0.0392,0.193,0.0,0.0918,0.366,154.033,4
110,110,3vHV92ecrylnUHDM4d2MtC,Tyler Farr,4lcXNTm9JrQpJYXqsENmFI,Redneck Crazy,3.6,country,61,2013,58.0,590784.0,216040,0.487,0.667,-4.216,0.0309,0.153,0.0,0.161,0.463,145.854,4
111,111,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,2ZrHbO88rM6Ijeg0aJmSzl,Patient,3.18,pop,61,2018,82.0,12846333.0,190533,0.675,0.604,-6.266,0.193,0.752,0.0,0.111,0.456,168.034,4
112,112,3OLGltG8UPIea8sA4w0yg0,Rahat Fateh Ali Khan,6lHBOxVVbjkmByOjHRC2bA,"Ajj Din Chadheya (From ""Love Aaj Kal "")",5.25,pop,61,2009,69.0,4744217.0,315013,0.585,0.687,-4.553,0.0724,0.551,6.7e-06,0.121,0.815,85.871,4
113,113,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,5RBH8ypFAj5HTZTPRpI1XL,See U Later,3.31,pop,61,2018,87.0,20950428.0,198867,0.74,0.926,-3.965,0.112,0.0376,0.0,0.582,0.571,106.987,4
114,114,04FsFHujpuqonrPXZrEJlK,Dev Negi,6qrb4ganbSTzcDDOo1pzMT,Sweetheart,3.54,pop,61,2018,62.0,244290.0,212196,0.768,0.806,-6.277,0.0517,0.376,1.65e-06,0.0787,0.925,123.039,4
115,115,4YRxDV8wJFPHPTeXepOstw,Arijit Singh,3hp6JfJIxkv3sl7E6p7DQj,Yeh Fitoor Mera,4.72,pop,61,2018,85.0,26249666.0,283070,0.449,0.421,-8.92,0.0272,0.387,0.000108,0.11,0.203,163.747,3
116,116,6jlz5QSUqbKE4vnzo2qfP1,Karen Mok,7EoyERNueJuFlQbyrRB0US,慢慢喜歡你,3.69,pop,61,2018,59.0,305912.0,221447,0.601,0.316,-9.55,0.0365,0.876,2.64e-05,0.365,0.375,130.118,4
117,117,3Q8wgwyVVv0z4UEh1HB0KY,Jason Isbell,5qW6ZYct54PhKliCntyxRX,Cover Me Up,4.9,country,61,2013,58.0,287003.0,293973,0.429,0.093,-15.944,0.0433,0.882,0.00703,0.111,0.208,129.661,3
118,118,21O7WwRkik43ErKppxDKJq,Lil Wyte,5PtMwNq8Dp31uYdGGacVJE,Oxy Cotton,3.23,country,61,2003,60.0,421401.0,193920,0.816,0.578,-6.912,0.233,0.0228,0.0,0.114,0.265,148.077,4
119,119,6yJCxee7QumYr820xdIsjo,Zac Brown Band,4I3nwwubSmlAaA9PJa0lvH,Island Song,3.72,country,61,2012,76.0,2593055.0,223307,0.845,0.701,-6.025,0.0504,0.208,0.0,0.166,0.892,145.892,4
120,120,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,5r00wpsojd4mBYaQFDvni7,Roller Coaster,4.32,country,61,2013,80.0,6325985.0,259080,0.602,0.79,-4.46,0.0355,0.026,7.43e-05,0.162,0.274,108.008,4
121,121,6yJCxee7QumYr820xdIsjo,Zac Brown Band,2oAGUpLorRToXExl2FtUVy,Highway 20 Ride,3.82,country,61,2008,76.0,2593055.0,229280,0.55,0.402,-7.195,0.0339,0.551,1.38e-05,0.105,0.428,76.105,4
122,122,4aJTB79uwT4sP0Nb8QGWHc,Joe Nichols,1rGLPyb4LMojT4wpxiZTp8,Sunny and 75,3.45,country,61,2013,62.0,578267.0,206947,0.531,0.893,-4.422,0.055,0.184,1.01e-06,0.101,0.323,120.045,4
123,123,3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,0WYbR2GSfl4ehvmLmcpAqi,Hicktown,5.1,country,61,2005,79.0,4493811.0,306027,0.697,0.877,-3.885,0.0348,0.00913,6.93e-06,0.0726,0.768,121.534,4
124,124,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,7DkzLcSXS4KhSvbvIJja3M,Someone Else Calling You Baby,3.82,country,61,2009,80.0,6325985.0,229253,0.498,0.916,-3.728,0.0662,0.052,1.31e-06,0.0734,0.352,115.045,4
125,125,25IG9fa7cbdmCIy3OnuH57,The Chicks,0AkZjWYCMJ8wWiNex7LmkY,Travelin' Soldier,5.72,country,61,2002,71.0,1127851.0,343497,0.569,0.365,-7.047,0.0265,0.691,0.0,0.17,0.508,145.859,4
126,126,4YRxDV8wJFPHPTeXepOstw,Arijit Singh,0Yld4eVEV6rBvpijVU2s6l,Naina,3.76,pop,61,2016,85.0,26249666.0,225750,0.501,0.445,-8.432,0.0337,0.772,0.0,0.117,0.388,80.086,4
127,127,4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,2dRPQFwPqAmc42mDRnsDQu,All-American Girl,3.54,country,61,2007,75.0,4522708.0,212173,0.624,0.805,-2.632,0.029,0.0466,0.0,0.328,0.77,123.991,4
128,128,2yMN0IP20GOaN6q0p0zL5k,Tarkan,3ajYmPDtB3P7JTPQ64Dr7P,Kuzu Kuzu,3.89,pop,61,2001,67.0,2276800.0,233639,0.705,0.883,-8.351,0.0508,0.0223,0.00834,0.0526,0.73,93.909,4
129,129,2cBh5lVMg222FFuRU7EfDE,Sophie Ellis-Bextor,0ndXb2CwhrqtyHK6o6eVNd,Murder On The Dancefloor,3.83,pop,61,2002,61.0,303121.0,230013,0.734,0.848,-5.285,0.0309,0.00312,1.16e-05,0.313,0.863,117.31,4
130,130,2AQjGvtT0pFYfxR3neFcvz,Jordin Sparks,4hJNA7VCBfNDly2Lz1SKAt,Battlefield,4.03,pop,61,2009,67.0,1735947.0,241920,0.613,0.634,-3.472,0.0339,0.0178,0.0,0.0639,0.37,144.953,4
131,131,1GfaAWKfZE9hrYS8IqkWKB,Tranzas,52FjcsfkCImlf6HSN83udR,Un Nuevo Amor,3.83,pop,61,2002,57.0,426550.0,229947,0.555,0.403,-10.016,0.294,0.725,0.0,0.138,0.4,76.998,4
132,132,3Isy6kedDrgPYoTS1dazA9,Sean Paul,7C86DVl6REN8VPeGEMOf9q,Get Busy,3.53,pop,61,2002,83.0,3411549.0,211666,0.735,0.824,-4.143,0.036,0.615,0.0,0.158,0.726,100.202,4
133,133,4TjXA854eWs8P5EBgCbQmv,Jah Khalib,28ZRIWwLO42L8o8k2qGLKt,Искал-Нашёл,4.12,pop,61,2021,63.0,562726.0,247061,0.72,0.676,-4.99,0.139,0.525,0.00779,0.0872,0.319,95.056,4
134,134,1U0FaHAc4fcwQcYEJFgkm9,Balmorhea,4VCKj1eGRZ0snkb5WLgLsX,Remembrance,5.82,pop,61,2009,57.0,135139.0,349200,0.452,0.132,-13.163,0.032,0.469,0.899,0.0604,0.14,121.385,3
135,135,6vWDO969PvNqNYHIOW5v0m,Beyoncé,0K7wIocSvzcRISpssBUzfZ,If I Were a Boy,4.15,pop,61,2008,88.0,27048881.0,249147,0.632,0.518,-6.126,0.0313,0.107,0.0,0.354,0.427,90.007,4
136,136,6vWDO969PvNqNYHIOW5v0m,Beyoncé,7zP67rufQgoODWFI45jntD,Broken-Hearted Girl,4.64,pop,61,2008,88.0,27048881.0,278400,0.453,0.425,-7.198,0.0325,0.495,0.0,0.254,0.144,83.413,4
137,137,7k9T7lZlHjRAM1bb0r9Rm3,Wiley,5liQj4sVRmEEESvvcb64o8,Wearing My Rolex - Radio Edit,2.84,pop,61,2008,65.0,324521.0,170480,0.876,0.716,-6.884,0.135,0.0468,0.000482,0.0667,0.755,131.942,4
138,138,0aeLcja6hKzb7Uz2ou7ulP,Noah And The Whale,12je8giC2S9smUHJ81tpiL,5 Years Time,3.58,pop,61,2008,57.0,436702.0,214933,0.804,0.552,-7.108,0.113,0.4,0.0,0.1,0.748,121.996,4
139,139,1Cq0LAHFfvUTBEtMPXUidI,O.A.R.,0J3MfW6wwIBqC4zjp5AbQL,Shattered (Turn The Car Around),4.26,pop,61,2008,62.0,310615.0,255493,0.571,0.784,-6.396,0.0352,0.0175,0.0,0.19,0.462,105.973,4
140,140,3Fw8q9sZ1t7diLxoQFS8hW,Hanin Dhiya,4za8UJq7JI99ilRYQXVrkm,Pupus,3.92,pop,61,2018,58.0,915958.0,234915,0.498,0.203,-11.577,0.0297,0.905,9.94e-05,0.146,0.358,65.827,4
141,141,5iHfwaDNZ11Y0yAyQVYDmy,Virzha,5bG0Nj8pt4fM8LTG9PiWmu,Tentang Rindu,4.03,pop,61,2018,53.0,570197.0,241632,0.445,0.65,-4.862,0.0266,0.0831,8.42e-06,0.21,0.375,73.98,4
142,142,2p4FqHnazRucYQHyDCdBrJ,Simple Plan,714Lw0m2SmCEhKSPw0Dn8J,Welcome to My Life,3.45,pop,61,2004,72.0,2823258.0,206773,0.421,0.858,-4.535,0.0963,0.0134,0.0,0.067,0.491,173.255,4
143,143,163tK9Wjr9P9DmM0AVK7lm,Lorde,7ynvnjTj1XI8ByUq3F8MUw,400 Lux,3.9,pop,61,2013,80.0,7474152.0,234286,0.512,0.474,-8.36,0.0371,0.0787,0.00345,0.134,0.194,183.991,4
144,144,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,1urmwhtXPiakhcqvqUi3rp,Brown Eyes,4.6,pop,61,2001,75.0,4764532.0,276093,0.566,0.573,-7.21,0.0436,0.25,0.0,0.0723,0.313,116.067,4
145,145,3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,25rV6ArwFMht49oONoqSLQ,The Truth,3.97,country,61,2009,79.0,4493811.0,238413,0.496,0.577,-5.305,0.0257,0.234,2.4e-06,0.109,0.381,143.014,4
146,146,1zhIzONVRlTfD1VQRauHMl,Chris Cagle,7uPReljrrTaqzDCcx4JHmi,What Kinda Gone,3.03,country,61,2008,57.0,689602.0,181613,0.494,0.861,-5.236,0.0365,0.257,0.0,0.103,0.668,172.052,4
147,147,79FMDwzZQxHgSkIYBl3ODU,Trace Adkins,1VdHooAMVaGXPSty8pifv9,Honky Tonk Badonkadonk,4.0,country,61,2006,65.0,1833050.0,240093,0.536,0.943,-5.317,0.108,0.399,2.27e-05,0.225,0.622,123.759,4
148,148,2BQVRw9md4UKcGUrDXABCD,Tracy Lawrence,2kZZq09uK0oR9wwYJvgacb,Paint Me a Birmingham,3.85,country,61,2011,63.0,690851.0,231053,0.519,0.52,-4.547,0.03,0.0757,0.0,0.166,0.281,129.862,4
149,149,5vngPClqofybhPERIqQMYd,George Strait,11OFYsUK9EVJsQ6nutH32M,Here For A Good Time,3.0,country,61,2011,76.0,2465349.0,180267,0.596,0.768,-6.753,0.0369,0.0858,6.23e-06,0.116,0.532,127.93,4
150,150,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,539dFCMA8lfEElDPgGpcIB,All My Friends Say,4.05,country,61,2007,80.0,6325985.0,242800,0.683,0.9,-4.422,0.0333,0.0439,0.0,0.177,0.962,117.036,4
151,151,4YLtscXsxbVgi031ovDDdh,Chris Stapleton,0DBYW9lHjTTz55gIt63IB9,Might As Well Get Stoned,4.62,country,61,2015,81.0,3139913.0,277067,0.569,0.571,-8.393,0.0311,0.146,0.0304,0.155,0.635,121.698,4
152,152,3CygdxquGHurS7f9LjNLkv,Little Big Town,1pxXqJZBrCREdC0s4Xs6Xz,Day Drinking,2.98,country,61,2014,70.0,2086233.0,178840,0.591,0.959,-2.515,0.057,0.103,0.0,0.779,0.86,163.883,4
153,153,3qbnxnvUqR14MJ9g8QwZJK,Lonestar,34Vn9nKfztyLco9lJazy4j,I'm Already There,4.22,country,61,2001,63.0,994696.0,253373,0.377,0.395,-8.622,0.0332,0.61,0.0,0.295,0.221,133.296,4
154,154,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,6IFPfV8PNSYOmufzQ95hmm,Confession,3.18,country,61,2014,83.0,4273292.0,190640,0.549,0.878,-5.066,0.0358,0.106,6.07e-05,0.176,0.44,104.98,4
155,155,0u2FHSq3ln94y5Q57xazwf,Keith Urban,0qup7d7G2WffwARHKrqT2x,Somebody Like You,5.39,country,61,2007,78.0,4156674.0,323467,0.646,0.887,-4.452,0.0381,0.127,0.000259,0.0698,0.522,110.963,4
156,156,3vHV92ecrylnUHDM4d2MtC,Tyler Farr,16PNN9wK1LbedzcTp7y8y0,A Guy Walks Into a Bar,3.27,country,61,2015,58.0,590784.0,196000,0.428,0.78,-3.472,0.0373,0.083,0.0,0.115,0.431,147.986,4
157,157,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,2S1YzIHFyLxLop7XCdYrTp,Man of the South,3.56,country,61,2015,88.0,1678738.0,213348,0.413,0.889,-3.924,0.0503,0.0047,0.0,0.348,0.602,177.973,4
158,158,6pBNfggcZZDCmb0p92OnGn,Chase Rice,1pbjOhmFwYC09EYU5EwB5L,Ready Set Roll,3.18,country,61,2014,70.0,890970.0,190587,0.513,0.803,-4.45,0.0777,0.0161,0.0,0.667,0.746,156.038,4
159,159,13YmWQJFwgZrd4bf5IjMY4,Brad Paisley,2rQyI7A1yTvTXJ9J4qFmmN,Mud On the Tires,3.45,country,61,2010,71.0,2026135.0,206720,0.448,0.824,-5.508,0.0478,0.294,3.81e-05,0.662,0.463,185.217,4
160,160,6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,1xADYlM5rjnbJvAW2tc0qF,Ain't No Grave,2.89,country,61,2010,79.0,4615328.0,173267,0.52,0.35,-10.713,0.052,0.894,0.000778,0.0895,0.39,79.647,4
161,161,3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,3pkzJjJXfdDjhpXx639MIH,Somewhere With You,4.06,country,61,2010,77.0,3383854.0,243520,0.68,0.849,-6.475,0.0376,0.0862,0.00013,0.174,0.536,111.969,4
162,162,4mxWe1mtYIYfP040G38yvS,Alan Jackson,5JkGBzxQ6qqf6MSzuLnjV2,"Tall, Tall Trees",2.48,country,61,2010,76.0,1515343.0,148973,0.675,0.794,-6.174,0.0396,0.172,0.0,0.136,0.964,145.951,4
163,163,3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,6wfTb2he5ANMQSFnlamnyi,Save It for a Rainy Day,3.04,country,61,2014,77.0,3383854.0,182213,0.538,0.775,-5.48,0.0291,0.0053,0.0,0.0807,0.614,154.889,4
164,164,4mxWe1mtYIYfP040G38yvS,Alan Jackson,5Wp1Y8jscofORVp0FH0N9l,Chasin' That Neon Rainbow,3.1,country,61,2010,76.0,1515343.0,185813,0.709,0.71,-5.873,0.0338,0.231,0.0,0.0946,0.831,149.061,4
165,165,1pTuR132U5b4Rizal2Pr7m,Randy Travis,4rQSLX4qMiUWL81hEQOuPY,"Forever and Ever, Amen",3.54,country,61,2010,67.0,1051087.0,212587,0.701,0.68,-8.492,0.0264,0.303,1.51e-05,0.159,0.704,90.607,4
166,166,6yJCxee7QumYr820xdIsjo,Zac Brown Band,2RWoCx917at0tDmpvIyiMH,Keep Me in Mind,3.57,country,61,2010,76.0,2593055.0,214107,0.684,0.715,-6.132,0.0336,0.159,0.0,0.181,0.564,96.018,4
167,167,7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,5E7yANAV3VdP9phPEHoSw1,MONTERO (Call Me By Your Name) - But Lil Nas X Is Silent The Entire Time,2.8,country,61,2021,89.0,4562300.0,168031,0.82,0.545,-7.652,0.668,0.168,0.886,0.344,0.14,178.997,4
168,168,4bbloxL2d1IeYwuT2eIgib,Casey Donahew,6h0FOQxhnq0iqVsf0I9WsZ,White Trash Story,3.68,country,61,2006,60.0,172321.0,220587,0.669,0.716,-6.651,0.038,0.125,0.0,0.117,0.773,91.972,4
169,169,6zLBxLdl60ekBLpawtT63I,Cody Johnson,2g3vpJiqwswGJbUOSkCWqC,Dance Her Home,2.91,country,61,2014,71.0,420348.0,174680,0.674,0.892,-3.771,0.0293,0.205,0.0,0.694,0.889,114.048,4
170,170,1dqPqXbxxYtCtLbKeAN2Ss,Akull,3JpCEsowGqogUvTAKA4JuW,I Love You,3.62,pop,61,2019,59.0,626041.0,217000,0.661,0.662,-4.8,0.0283,0.773,1.54e-06,0.1,0.546,137.839,4
171,171,3wVXTWabe3viT0jF7DfjOL,Vedo,4anYbrONGb2S6NVTjzLqW7,Dilemma (Remake),2.99,pop,61,2018,71.0,233485.0,179332,0.6,0.632,-6.062,0.429,0.173,0.0,0.108,0.333,82.536,4
172,172,6dC0rIJNLSFZwqckLgXJ8p,Timeflies,1aPqexHVW20OTamBHdWWVL,Undress Rehearsal,3.58,pop,61,2015,62.0,310913.0,214787,0.953,0.652,-4.159,0.0849,0.00456,0.0,0.0287,0.73,122.997,4
173,173,3Isy6kedDrgPYoTS1dazA9,Sean Paul,3SCVtAJq8li6HlKfM4M08u,Gimme the Light,3.8,pop,61,2002,83.0,3411549.0,228000,0.778,0.761,-5.529,0.0525,0.141,4.61e-05,0.0441,0.923,107.288,4
174,174,0BmLNz4nSLfoWYW1cYsElL,Alexandra Stan,2BTSWfjaTMYWCxhmVRhqLK,Mr. Saxobeat,3.25,pop,61,2016,65.0,316685.0,195105,0.72,0.925,-4.165,0.0511,0.0276,0.000238,0.14,0.781,127.004,4
175,175,0PNyNiPpI6zQnbQyXDPQzu,Linn Brikell,2aXBORgLuv2czaJVyeLOl7,Get Lucky - Acoustic,3.14,pop,61,2016,53.0,6457.0,188605,0.305,0.275,-10.161,0.0358,0.791,2.95e-06,0.098,0.137,175.102,4
176,176,6vUNwmljZAcn7tNtUoxG45,Old Sea Brigade,1H56ffyFrFcvMEWUg3WFbM,Love Brought Weight,3.1,pop,61,2016,58.0,49395.0,185747,0.367,0.326,-15.605,0.0344,0.699,0.358,0.0759,0.064,116.659,4
177,177,7g13nmmxq4XN0hd64Jzkol,Juli,2LV5joNDrsyuXEh4FBARVK,Perfekte Welle,3.32,pop,61,2004,55.0,159277.0,199320,0.669,0.636,-5.676,0.0307,0.00385,4.98e-05,0.142,0.341,112.1,4
178,178,5BHFSMEjfLVx1JwRWjAOsE,SuperM,09PXLSwlqGCfCwDT56dIJ9,Better Days,3.91,pop,61,2020,66.0,1477592.0,234640,0.618,0.642,-4.312,0.0326,0.487,0.0,0.0821,0.546,145.837,4
179,179,7sAmHLY4Fs2rweYwdcQtft,Kendimden Hallice,4uLiDvXjw0pz5r2k5pFzbt,Böyle Gitme,3.05,pop,61,2019,61.0,77630.0,182710,0.631,0.545,-9.175,0.0656,0.392,3.81e-06,0.117,0.408,155.098,4
180,180,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,0AKAxdNkwq9ZxRdW1DN9zW,Behind These Hazel Eyes,3.32,pop,61,2004,78.0,7566980.0,198973,0.548,0.889,-4.682,0.0382,0.00165,0.00109,0.197,0.425,90.048,4
181,181,4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,0ny5zITdmyNwyTPVzRGscU,What You Waiting For?,3.69,pop,61,2004,78.0,4606057.0,221227,0.676,0.948,-2.557,0.0628,0.0509,8.19e-06,0.384,0.731,136.027,4
182,182,20s0P9QLxGqKuCsGwFsp7w,Mario,2cxbxpHrND6i4uvUGVvC9J,Just a Friend 2002 - Radio Edit,3.57,pop,61,2002,70.0,2204691.0,214200,0.538,0.677,-6.099,0.187,0.00541,0.0,0.236,0.913,132.346,5
183,183,7wHvox8DtmBBPpDFRVURv4,NILETTO,1q7Ie8Tgphv4iBwUlr5B9j,Любимка,3.66,pop,61,2019,62.0,146799.0,219692,0.852,0.767,-4.197,0.0705,0.115,1.7e-06,0.811,0.535,130.022,4
184,184,74XFHRwlV6OrjEM0A2NCMF,Paramore,2VBluJiNj9bKohWX0dY1Lh,Last Hope,5.17,pop,61,2013,81.0,5921571.0,309973,0.465,0.711,-6.178,0.0265,0.00411,0.000548,0.164,0.255,101.46,4
185,185,0J1gUosYaFbrSG6FkbE4c7,Haqiem Rusli,7ymW0G0fwclFDcik2TnUKP,Mimpi,4.06,pop,61,2020,53.0,255753.0,243840,0.21,0.533,-4.992,0.0342,0.171,0.0,0.0918,0.19,181.48,3
186,186,5IbdRuOxSxGes8BU3lKmBx,KADR,4uEiC3WRA02fMwxkHHDOC2,Zalim Dünya,2.5,pop,61,2020,58.0,136411.0,150000,0.736,0.639,-6.206,0.219,0.492,6.54e-05,0.111,0.407,147.924,4
187,187,25tMQOrIU4LlUo6Sv8v5SE,Gavin James,79wvYwZgtfcnCwBI8XIep8,Always,4.13,pop,61,2018,70.0,590062.0,247843,0.572,0.465,-6.544,0.0293,0.0501,0.0,0.0969,0.184,123.052,4
188,188,36eqG3jM0MhxTR7Cuw7BQA,Griss Romero,2QqIr7VTHwSMW1JMtx6IiN,Mi Razón De Ser,2.87,pop,61,2016,56.0,131251.0,172307,0.675,0.522,-6.784,0.0337,0.826,0.0,0.209,0.403,130.053,4
189,189,5Yo5iU2nf4H41waPl4ZnS1,LEA,732SnVmWa7qJqOPNbrqIr7,Elefant,2.9,pop,61,2020,72.0,846988.0,173893,0.748,0.21,-9.858,0.0401,0.977,2.07e-05,0.109,0.285,79.053,4
190,190,6RJXSfbIkEMoCJ8GAg2dVO,Victor Leksell,6FY1QdP2WeXZ73ERGaSXVN,Ha dig igen,2.89,pop,61,2020,70.0,80376.0,173149,0.483,0.643,-7.372,0.0836,0.162,0.0,0.216,0.344,176.105,4
191,191,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,0M9VqYG0wVun054JIdwFO8,La La Land,3.27,pop,61,2008,89.0,19543911.0,196467,0.467,0.919,-2.255,0.069,0.0149,0.0,0.0193,0.706,169.987,4
192,192,58ZTr51uERVdMQbfDbc5B3,Nena Daconte,3Th2of8xIYyImVLXUbzaTp,Tenia Tanto Que Darte,3.41,pop,61,2008,51.0,114955.0,204560,0.642,0.603,-3.794,0.0349,0.0465,0.0,0.448,0.493,124.978,4
193,193,3hN3iJMbbBmqBSAMx5veDa,Ultimo,6GLmGfALwjzCaOiHwgfU7g,Ti dedico il silenzio,3.9,pop,61,2018,69.0,2313612.0,234250,0.661,0.443,-9.303,0.0688,0.175,0.0,0.177,0.147,80.0,4
194,194,2jSGzJw0ebJLu7OLVSOcBP,Plan B,1hiKRqR0jox7OI7aweq7Sj,Choca,3.68,latin,61,2014,76.0,1260058.0,220987,0.858,0.835,-4.852,0.122,0.225,5.76e-06,0.0613,0.466,88.0,4
195,195,2jSGzJw0ebJLu7OLVSOcBP,Plan B,2cRtuTadVm0JzoW4NNTIqI,Candy,3.46,latin,61,2014,76.0,1260058.0,207500,0.897,0.867,-3.733,0.109,0.245,0.0,0.529,0.594,96.003,4
196,196,4zbqGb99bANxJBsvwRr2zT,Flans,7CLxH03q65I3aktL79k4vE,Bazar,3.49,latin,61,2010,62.0,458814.0,209573,0.77,0.759,-11.905,0.0331,0.111,0.000543,0.0528,0.972,127.078,4
197,197,33ScadVnbm2X8kkUqOkC6Z,Don Omar,4s7DK08ZqqU5EnjvQ6Vlle,Hasta Abajo,3.87,latin,61,2010,83.0,5261340.0,232227,0.697,0.919,-3.867,0.0792,0.432,0.0206,0.0882,0.683,179.988,4
198,198,2jSGzJw0ebJLu7OLVSOcBP,Plan B,6nAlJuLlRlpAcq30xIqKJs,¿Por Que Te Demoras?,3.18,latin,61,2010,76.0,1260058.0,190512,0.891,0.78,-6.416,0.0701,0.0398,0.0,0.0548,0.931,95.998,4
199,199,70nxnxEqDQIEWneRjg2Q4O,Adolescent's Orquesta,4ae223xfO5QUzbDWqLJMag,Virgen,4.56,latin,61,2008,68.0,355264.0,273738,0.64,0.796,-4.571,0.0437,0.653,0.00021,0.115,0.807,91.306,4
200,200,1TtXnWcUs0FCkaZDPGYHdf,Darell,0mcBgVRVsvESTkEyVHt7Ue,No Vuelvas Más,3.98,latin,61,2019,84.0,1936647.0,239093,0.866,0.602,-5.236,0.0844,0.434,3.06e-05,0.0567,0.836,95.016,4
201,201,1mX1TWKpNxDSAH16LgDfiR,Jesse & Joy,77jdTLPg3EXHJ8cbU7SBni,Llegaste tú,4.11,latin,61,2006,77.0,4698486.0,246667,0.547,0.528,-6.525,0.025,0.196,0.0,0.164,0.29,146.068,4
202,202,33ScadVnbm2X8kkUqOkC6Z,Don Omar,0UMfoIzJRo4tNZbBpxkDwx,"No Se De Ella ""My Space""",3.71,latin,61,2006,83.0,5261340.0,222600,0.815,0.676,-9.174,0.0934,0.233,0.0237,0.242,0.77,88.008,4
203,203,33ScadVnbm2X8kkUqOkC6Z,Don Omar,4ocXAchdkulq97w6m1ZaPv,Cuéntale,4.36,latin,61,2006,83.0,5261340.0,261307,0.657,0.933,-3.624,0.181,0.17,0.000137,0.204,0.637,89.931,4
204,204,3Iq6waFNaQnjLjEjp2l3nc,JoJo Siwa,79l5JbcB7MVcjmYlvgq9KQ,Boomerang,3.46,pop,61,2016,58.0,453530.0,207478,0.828,0.794,-4.802,0.0436,0.00942,0.145,0.413,0.847,115.013,4
205,205,7okwEbXzyT2VffBmyQBWLz,Maná,3PfE0RGeID7Vqs9DygY9RM,Ojalá Pudiera Borrarte,4.94,latin,61,2006,80.0,6360283.0,296493,0.535,0.691,-6.393,0.0304,0.324,1.84e-06,0.138,0.724,170.122,4
206,206,2DmYtFBKcxb3ajwWWgA576,Emmanuel,3yzStvAWtHo48tpGDO7rSG,Cómo Quieren Que La Olvide,4.08,latin,61,2015,72.0,1480038.0,244520,0.706,0.734,-6.917,0.0281,0.21,0.0,0.32,0.695,106.061,4
207,207,5XsWrYhwadPBjW20qYbdZg,Moderatto,3bR6JvYSnJlzNlyUZbFMWJ,Sentimettal,3.56,latin,61,2006,66.0,588536.0,213760,0.657,0.899,-3.302,0.0307,0.0259,0.0,0.0839,0.776,142.118,4
208,208,5B8ApeENp4bE4EE3LI8jK2,Yuridia,1Pk27SJFLKsyqMJDQrOe5B,Cobarde,4.08,latin,61,2015,72.0,2226810.0,244893,0.533,0.742,-4.162,0.0367,0.578,5e-06,0.319,0.24,159.853,3
209,209,3mGyF5kXDjEkLlFypJ93en,Lupita D'Alessio,3GoKDP0kBKnsj9SlK1oYVz,Que Ganas de No Verte Nunca Mas,3.92,latin,61,2011,59.0,742055.0,235293,0.514,0.657,-7.125,0.0524,0.263,0.0,0.197,0.172,129.946,4
210,210,1GDbiv3spRmZ1XdM1jQbT7,Natti Natasha,0TKD15GPvflAICDg2vfwKT,La Mejor Version de Mi,2.24,latin,61,2019,83.0,5803207.0,134653,0.513,0.429,-5.856,0.0384,0.707,0.0,0.0956,0.355,132.328,4
